ID	DOCULECT	CONCEPT	CONCEPT_ID	GLOTTOLOG	WORD_IS	SEGMENTS_IS	SEGMENTS	COG	COGID
220	Huangluo Younuo	come	16	youn1235	tɔ13	t ɔ 13	t ɔ ¹³	16-2	56
221	Northern Pa-Hng	come	16	pahn1237	tei33	t e i 33	t e i ³³	16-2	56
222	Southern Pa-Hng	come	16	pahn1237	tɦe33	tɦ e 33	tʰ e ³³	16-2	56
223	Hm-Nai	come	16	wuna1248	te33	t e 33	t e ³³	16-2	56
224	Bunu	come	16	buna1273	tɔ2	t ɔ 2	t ɔ ²/	16-2	56
225	Numao	come	16	numa1251	tɑu2	t ɑ u 2	t ɑ u ²/	16-2	56
226	Western Xiangxi	die	17	nort2748	ta6	t a 6	t a ⁶/	17-1	57
227	Eastern Xiangxi	die	17	east2371	da11	d a 11	d a ¹¹	17-1	57
228	Qiandong	die	17	east2369	ta6	t a 6	t a ⁶/	17-1	57
229	Chuanqiandian	die	17	nort3244	dua6	d u a 6	d u a ⁶/	17-1	57
230	Diandongbei	die	17	larg1235	nta6	n t a 6	n t a ⁶/	17-1	57
231	Hmong Daw	die	17	hmon1333	tu̯ǝ6	t u̯ ǝ 6	t w ǝ ⁶/	17-1	57
232	Hmong Njua	die	17	hmon1264	tu̯a6	t u̯ a 6	t w a ⁶/	17-1	57
233	Longhua Jiongnai	die	17	jion1236	ta22	t a 22	t a ²²	17-1	57
234	Liuxiang Jiongnai	die	17	jion1236	ta21	t a 21	t a ²¹	17-1	57
235	Xiaozhai Younuo	die	17	youn1235	tɔ22	t ɔ 22	t ɔ ²²	17-1	57
236	Huangluo Younuo	die	17	youn1235	tɔ22	t ɔ 22	t ɔ ²²	17-1	57
237	Northern Pa-Hng	die	17	pahn1237	tei44	t e i 44	t e i ⁴⁴	17-1	57
238	Southern Pa-Hng	die	17	pahn1237	tɦe44	tɦ e 44	tʰ e ⁴⁴	17-1	57
239	Hm-Nai	die	17	wuna1248	te31	t e 31	t e ³¹	17-1	57
240	Western Xiangxi	dog	18	nort2748	ta1=qu̯ɯ3	t a 1 = q u̯ ɯ 3	t a ¹/ + q w ɯ ³/	18-1	58
241	Eastern Xiangxi	dog	18	east2371	qʋ55	q ʋ 55	q ʋ ⁵⁵	18-1	58
242	Qiandong	dog	18	east2369	ɬa3	ɬ a 3	ɬ a ³/	18-1	58
243	Chuanqiandian	dog	18	nort3244	tle3	t l e 3	t l e ³/	18-1	58
244	Diandongbei	dog	18	larg1235	ƛa3	ƛ a 3	tɬ a ³/	18-1	58
245	Hmong Daw	dog	18	hmon1333	ʼde3	ʼd e 3	ˀd e ³/	18-1	58
246	Hmong Njua	dog	18	hmon1264	ƛe2	ƛ e 2	tɬ e ²/	18-1	58
247	Bunu	dog	18	buna1273	ƛe3	ƛ e 3	tɬ e ³/	18-1	58
248	Baonao	dog	18	buna1273	ƛey3	ƛ e y 3	tɬ e j ³/	18-1	58
249	Numao	dog	18	numa1251	ƛi̯ɑ3	ƛ i̯ ɑ 3	tɬ j ɑ ³/	18-1	58
250	Longhua Jiongnai	dog	18	jion1236	kla53	k l a 53	k l a ⁵³	18-1	58
251	Liuxiang Jiongnai	dog	18	jion1236	kla35	k l a 35	k l a ³⁵	18-1	58
252	Xiaozhai Younuo	dog	18	youn1235	kou22	k o u 22	k o u ²²	18-1	58
253	Huangluo Younuo	dog	18	youn1235	kou22	k o u 22	k o u ²²	18-1	58
254	Northern Pa-Hng	dog	18	pahn1237	qa22=li̯aŋ53	q a 22 = l i̯ a ŋ 53	q a ²² + l j a ŋ ⁵³	18-2	59
255	Southern Pa-Hng	dog	18	pahn1237	qa35=li̯ɔ̃53	q a 35 = l i̯ ɔ̃ 53	q a ³⁵ + l j ɔ̃ ⁵³	18-2	59
256	Hm-Nai	dog	18	wuna1248	li̯aŋ53	l i̯ a ŋ 53	l j a ŋ ⁵³	18-2	59
257	Western Xiangxi	drink	19	nort2748	xu3	x u 3	x u ³/	19-1	60
258	Eastern Xiangxi	drink	19	east2371	xɔ35	x ɔ 35	x ɔ ³⁵	19-1	60
259	Qiandong	drink	19	east2369	hǝu7	h ǝ u 7	h ǝ u ⁷/	19-1	60
260	Chuanqiandian	drink	19	nort3244	heu7	h e u 7	h e u ⁷/	19-1	60
261	Diandongbei	drink	19	larg1235	hao7	h a o 7	h a o ⁷/	19-1	60
262	Hmong Daw	drink	19	hmon1333	hɔw5	h ɔ w 5	h ɔ w ⁵/	19-1	60
263	Hmong Njua	drink	19	hmon1264	hau4	h au 4	h a u ⁴/	19-1	60
264	Bunu	drink	19	buna1273	hu7	h u 7	h u ⁷/	19-1	60
265	Baonao	drink	19	buna1273	hau7	h au 7	h a u ⁷/	19-1	60
266	Numao	drink	19	numa1251	xɤ7	x ɤ 7	x ɤ ⁷/	19-1	60
267	Longhua Jiongnai	drink	19	jion1236	xɔ43	x ɔ 43	x ɔ ⁴³	19-1	60
268	Liuxiang Jiongnai	drink	19	jion1236	hǝu43	h ǝ u 43	h ǝ u ⁴³	19-1	60
269	Xiaozhai Younuo	drink	19	youn1235	hɔ31	h ɔ 31	h ɔ ³¹	19-1	60
270	Huangluo Younuo	drink	19	youn1235	hɔ31	h ɔ 31	h ɔ ³¹	19-1	60
271	Northern Pa-Hng	drink	19	pahn1237	hɔ53	h ɔ 53	h ɔ ⁵³	19-1	60
272	Southern Pa-Hng	drink	19	pahn1237	hɔ53	h ɔ 53	h ɔ ⁵³	19-1	60
273	Hm-Nai	drink	19	wuna1248	hau53	h au 53	h a u ⁵³	19-1	60
274	Western Xiangxi	dry	20	nort2748	qʰä3	qʰ ä 3	qʰ æ ³/	20-1	63
275	Eastern Xiangxi	dry	20	east2371	qʰɛ55	qʰ ɛ 55	qʰ ɛ ⁵⁵	20-1	63
276	Qiandong	dry	20	east2369	ŋa6	ŋ a 6	ŋ a ⁶/	20-2	64
277	Chuanqiandian	dry	20	nort3244	qʰua3	qʰ u a 3	qʰ u a ³/	20-1	63
278	Diandongbei	dry	20	larg1235	nqʰa1	n qʰ a 1	n qʰ a ¹/	20-1	63
279	Hmong Daw	dry	20	hmon1333	qʰu̯ǝ3	qʰ u̯ ǝ 3	qʰ w ǝ ³/	20-1	63
280	Hmong Njua	dry	20	hmon1264	qʰu̯a2	qʰ u̯ a 2	qʰ w a ²/	20-1	63
281	Bunu	dry	20	buna1273	ŋkʰen3	ŋ kʰ e n 3	ŋ kʰ e n ³/	20-1	63
282	Baonao	dry	20	buna1273	ɕẽ5	ɕ ẽ 5	tɕ ẽ ⁵/	20-3	65
283	Numao	dry	20	numa1251	ŋkʰɑn3	ŋ kʰ ɑ n 3	ŋ kʰ ɑ n ³/	20-1	63
284	Longhua Jiongnai	dry	20	jion1236	ŋkʰey44	ŋ kʰ e y 44	ŋ kʰ e j ⁴⁴	20-1	63
285	Liuxiang Jiongnai	dry	20	jion1236	ŋkay44	ŋ k a y 44	ŋ k a j ⁴⁴	20-1	63
286	Xiaozhai Younuo	dry	20	youn1235	kʰey22	kʰ e y 22	kʰ e j ²²	20-1	63
287	Huangluo Younuo	dry	20	youn1235	kʰey22	kʰ e y 22	kʰ e j ²²	20-1	63
288	Northern Pa-Hng	dry	20	pahn1237	qʰei22	qʰ e i 22	qʰ e i ²²	20-1	63
289	Southern Pa-Hng	dry	20	pahn1237	qʰe31	qʰ e 31	qʰ e ³¹	20-1	63
290	Hm-Nai	dry	20	wuna1248	qʰe13	qʰ e 13	qʰ e ¹³	20-1	63
291	Western Xiangxi	ear	21	nort2748	ʈoŋ2=mɹɯ2	ʈ o ŋ 2 = m ɹ ɯ 2	ʈ o ŋ ²/ + m ɹ ɯ ²/	21-1	66
292	Eastern Xiangxi	ear	21	east2371	qu53=mi̯ɯ31	q u 53 = m i̯ ɯ 31	q u ⁵³ + m j ɯ ³¹	21-1	66
293	Qiandong	ear	21	east2369	nɛ2	n ɛ 2	n ɛ ²/	21-1	66
294	Chuanqiandian	ear	21	nort3244	c̢e2	c̢ e 2	tʂ e ²/	21-1	66
295	Diandongbei	ear	21	larg1235	a5=mpǝ2	a 5 = m p ǝ 2	a ⁵/ + m p ǝ ²/	21-1	66
296	Hmong Daw	ear	21	hmon1333	nǯe2	n ǯ e 2	n dʒ e ²/	21-1	66
297	Hmong Njua	ear	21	hmon1264	ɲǯe5	ɲ ǯ e 5	ɲ dʒ e ⁵/	21-1	66
298	Bunu	ear	21	buna1273	mpi̯e2	m p i̯ e 2	m p j e ²/	21-1	66
299	Baonao	ear	21	buna1273	kǝ3=mpce2	k ǝ 3 = m p c e 2	k ǝ ³/ + m p ts e ²/	21-1	66
300	Numao	ear	21	numa1251	mpi̯ey2	m p i̯ e y 2	m p j e j ²/	21-1	66
301	Longhua Jiongnai	ear	21	jion1236	mpi̯a33	m p i̯ a 33	m p j a ³³	21-1	66
302	Liuxiang Jiongnai	ear	21	jion1236	mpi̯a31	m p i̯ a 31	m p j a ³¹	21-1	66
303	Xiaozhai Younuo	ear	21	youn1235	kǝ33=mi̯e13	k ǝ 33 = m i̯ e 13	k ǝ ³³ + m j e ¹³	21-1	66
304	Huangluo Younuo	ear	21	youn1235	kǝ33=muy13	k ǝ 33 = m u y 13	k ǝ ³³ + m u j ¹³	21-1	66
305	Northern Pa-Hng	ear	21	pahn1237	a33=kʰoŋ22=ni̯o33	a 33 = kʰ o ŋ 22 = n i̯ o 33	a ³³ + kʰ o ŋ ²² + n j o ³³	21-1	66
306	Southern Pa-Hng	ear	21	pahn1237	a44=qʰõ31=mpɦi̯ɔ33	a 44 = qʰ õ 31 = m pɦ i̯ ɔ 33	a ⁴⁴ + qʰ õ ³¹ + m pʰ j ɔ ³³	21-1	66
307	Hm-Nai	ear	21	wuna1248	qʰuŋ13=mpi̯au31	qʰ u ŋ 13 = m p i̯ au 31	qʰ u ŋ ¹³ + m p j a u ³¹	21-1	66
308	Western Xiangxi	earth	22	nort2748	lu5	l u 5	l u ⁵/	22-1	67
309	Eastern Xiangxi	earth	22	east2371	qu53=la11	q u 53 = l a 11	q u ⁵³ + l a ¹¹	22-1	67
310	Qiandong	earth	22	east2369	ta1	t a 1	t a ¹/	22-2	68
311	Chuanqiandian	earth	22	nort3244	lua2	l u a 2	l u a ²/	22-1	67
312	Diandongbei	earth	22	larg1235	a5=la2	a 5 = l a 2	a ⁵/ + l a ²/	22-1	67
313	Hmong Daw	earth	22	hmon1333	a3	a 3	a ³/	22-3	69
314	Hmong Njua	earth	22	hmon1264	ʔaŋ2	ʔ a ŋ 2	ʔ a ŋ ²/	22-3	69
315	Bunu	earth	22	buna1273	ka3=te1	k a 3 = t e 1	k a ³/ + t e ¹/	22-2	68
316	Baonao	earth	22	buna1273	kǝ3=tei1	k ǝ 3 = t e i 1	k ǝ ³/ + t e i ¹/	22-2	68
317	Numao	earth	22	numa1251	tɑ1	t ɑ 1	t ɑ ¹/	22-2	68
318	Longhua Jiongnai	earth	22	jion1236	ta44	t a 44	t a ⁴⁴	22-2	68
319	Liuxiang Jiongnai	earth	22	jion1236	ta44	t a 44	t a ⁴⁴	22-2	68
320	Xiaozhai Younuo	earth	22	youn1235	kǝ33=tou33	k ǝ 33 = t o u 33	k ǝ ³³ + t o u ³³	22-2	68
321	Huangluo Younuo	earth	22	youn1235	kǝ33=tou33	k ǝ 33 = t o u 33	k ǝ ³³ + t o u ³³	22-2	68
322	Northern Pa-Hng	earth	22	pahn1237	qa22=lei33	q a 22 = l e i 33	q a ²² + l e i ³³	22-4	70
323	Southern Pa-Hng	earth	22	pahn1237	qa31=lɦe33	q a 31 = lɦ e 33	q a ³¹ + lʱ e ³³	22-4	70
324	Hm-Nai	earth	22	wuna1248	l̥ai13	l̥ a i 13	l̥ a i ¹³	22-4	70
325	Western Xiangxi	eat	23	nort2748	noŋ2	n o ŋ 2	n o ŋ ²/	23-1	71
326	Eastern Xiangxi	eat	23	east2371	naŋ31	n a ŋ 31	n a ŋ ³¹	23-1	71
327	Qiandong	eat	23	east2369	noŋ2	n o ŋ 2	n o ŋ ²/	23-1	71
328	Chuanqiandian	eat	23	nort3244	nao2	n a o 2	n a o ²/	23-1	71
329	Diandongbei	eat	23	larg1235	na2	n a 2	n a ²/	23-1	71
330	Hmong Daw	eat	23	hmon1333	nɔ2	n ɔ 2	n ɔ ²/	23-1	71
331	Hmong Njua	eat	23	hmon1264	nao5	n a o 5	n a o ⁵/	23-1	71
332	Bunu	eat	23	buna1273	nɔŋ2	n ɔ ŋ 2	n ɔ ŋ ²/	23-1	71
333	Baonao	eat	23	buna1273	nɒ2	n ɒ 2	n ɒ ²/	23-1	71
334	Numao	eat	23	numa1251	nou2	n o u 2	n o u ²/	23-1	71
335	Longhua Jiongnai	eat	23	jion1236	naŋ33	n a ŋ 33	n a ŋ ³³	23-1	71
336	Liuxiang Jiongnai	eat	23	jion1236	naŋ31	n a ŋ 31	n a ŋ ³¹	23-1	71
337	Xiaozhai Younuo	eat	23	youn1235	naŋ13	n a ŋ 13	n a ŋ ¹³	23-1	71
338	Huangluo Younuo	eat	23	youn1235	naŋ13	n a ŋ 13	n a ŋ ¹³	23-1	71
339	Northern Pa-Hng	eat	23	pahn1237	naŋ33	n a ŋ 33	n a ŋ ³³	23-1	71
340	Southern Pa-Hng	eat	23	pahn1237	nɦɔ33	nɦ ɔ 33	nʱ ɔ ³³	23-1	71
341	Hm-Nai	eat	23	wuna1248	naŋ33	n a ŋ 33	n a ŋ ³³	23-1	71
342	Western Xiangxi	egg	24	nort2748	nɯ6-qä1	n ɯ 6 - q ä 1	n ɯ ⁶/ + q æ ¹/	24-1	72
343	Western Xiangxi	eye	25	nort2748	lɤ3=qe1	l ɤ 3 = q e 1	l ɤ ³/ + q e ¹/	25-1	73
344	Eastern Xiangxi	eye	25	east2371	qʰa35=me11	qʰ a 35 = m e 11	qʰ a ³⁵ + m e ¹¹	25-2	74
345	Qiandong	eye	25	east2369	mɛ6	m ɛ 6	m ɛ ⁶/	25-2	74
346	Chuanqiandian	eye	25	nort3244	mua6	m u a 6	m u a ⁶/	25-2	74
347	Diandongbei	eye	25	larg1235	a3=ma6	a 3 = m a 6	a ³/ + m a ⁶/	25-2	74
348	Hmong Daw	eye	25	hmon1333	qʰɔ3=mu̯ǝ6	qʰ ɔ 3 = m u̯ ǝ 6	qʰ ɔ ³/ + m w ǝ ⁶/	25-2	74
349	Hmong Njua	eye	25	hmon1264	qʰao2=mu̯a6	qʰ a o 2 = m u̯ a 6	qʰ a o ²/ + m w a ⁶/	25-2	74
350	Bunu	eye	25	buna1273	kʰi3=mɔŋ6	kʰ i 3 = m ɔ ŋ 6	kʰ i ³/ + m ɔ ŋ ⁶/	25-2	74
351	Baonao	eye	25	buna1273	laǝ1=kɒ3	l a ǝ 1 = k ɒ 3	l a ǝ ¹/ + k ɒ ³/	25-1	73
352	Numao	eye	25	numa1251	moŋ6	m o ŋ 6	m o ŋ ⁶/	25-2	74
353	Longhua Jiongnai	eye	25	jion1236	mɔ22-čen44	m ɔ 22 - č e n 44	m ɔ ²² + tʃ e n ⁴⁴	25-2	74
354	Liuxiang Jiongnai	eye	25	jion1236	mu21-wɛ21	m u 21 - w ɛ 21	m u ²¹ + w ɛ ²¹	25-2	74
355	Xiaozhai Younuo	eye	25	youn1235	kin53=mɔ31	k i n 53 = m ɔ 31	k i n ⁵³ + m ɔ ³¹	25-2	74
356	Huangluo Younuo	eye	25	youn1235	ki53=mɔ22	k i 53 = m ɔ 22	k i ⁵³ + m ɔ ²²	25-2	74
357	Northern Pa-Hng	eye	25	pahn1237	qoŋ55=mi44	q o ŋ 55 = m i 44	q o ŋ ⁵⁵ + m i ⁴⁴	25-2	74
358	Southern Pa-Hng	eye	25	pahn1237	a44=qõ55=mɦı44	a 44 = q õ 55 = mɦ ı 44	a ⁴⁴ + q õ ⁵⁵ + mʱ i ⁴⁴	25-2	74
359	Hm-Nai	eye	25	wuna1248	naŋ35=me31	n a ŋ 35 = m e 31	n a ŋ ³⁵ + m e ³¹	25-2	74
1419	Western Xiangxi	far	101	nort2748	qɯ1	q ɯ 1	q ɯ ¹/	101-1	10
1420	Eastern Xiangxi	far	101	east2371	qu53	q u 53	q u ⁵³	101-1	10
1421	Qiandong	far	101	east2369	to4	t o 4	t o ⁴/	101-2	11
1422	Chuanqiandian	far	101	nort3244	tle1	t l e 1	t l e ¹/	101-1	10
1423	Diandongbei	far	101	larg1235	ƛi1	ƛ i 1	tɬ i ¹/	101-1	10
1424	Hmong Daw	far	101	hmon1333	ʼde1	ʼd e 1	ˀd e ¹/	101-1	10
1425	Hmong Njua	far	101	hmon1264	ƛe1	ƛ e 1	tɬ e ¹/	101-1	10
1426	Bunu	far	101	buna1273	kwe1	kw e 1	k w e ¹/	101-1	10
1427	Baonao	far	101	buna1273	kwey1	kw e y 1	k w e j ¹/	101-1	10
1428	Numao	far	101	numa1251	kuɑ1 ~ ʔpɑ1	ʔ p ɑ 1	ʔ p ɑ ¹/	101-1	10
1429	Longhua Jiongnai	far	101	jion1236	kwa44	kw a 44	k w a ⁴⁴	101-1	10
1430	Liuxiang Jiongnai	far	101	jion1236	kwa44	kw a 44	k w a ⁴⁴	101-1	10
1431	Xiaozhai Younuo	far	101	youn1235	ki̯e33	k i̯ e 33	k j e ³³	101-1	10
1432	Huangluo Younuo	far	101	youn1235	ki̯u33	k i̯ u 33	k j u ³³	101-1	10
1433	Northern Pa-Hng	far	101	pahn1237	ko35	k o 35	k o ³⁵	101-1	10
1434	Southern Pa-Hng	far	101	pahn1237	ko35	k o 35	k o ³⁵	101-1	10
1435	Hm-Nai	far	101	wuna1248	ko35	k o 35	k o ³⁵	101-1	10
360	Eastern Xiangxi	fat n.	26	east2371	sɛ53	s ɛ 53	s ɛ ⁵³	26-1	75
361	Hmong Daw	fat n.	26	hmon1333	ʈɔ2	ʈ ɔ 2	ʈ ɔ ²/	26-2	76
362	Hmong Njua	fat n.	26	hmon1264	ao5	 a o 5	a o ⁵/	26-2	76
363	Northern Pa-Hng	fat n.	26	pahn1237	you33	y o u 33	j o u ³³	26-3	77
364	Southern Pa-Hng	fat n.	26	pahn1237	ɔ̃35=yɦɤ33	ɔ̃ 35 = yɦ ɤ 33	ɔ̃ ³⁵ + jʱ ɤ ³³	26-3	77
365	Hm-Nai	fat n.	26	wuna1248	you33	y o u 33	j o u ³³	26-3	77
366	Western Xiangxi	feather	27	nort2748	qo1=pi1-qo1-pi3	q o 1 = p i 1 - q o 1 - p i 3	q o ¹/ + p i ¹/ + q o ¹/ + p i ³/	27-1	78
367	Qiandong	feather	27	east2369	ɬiu1-nǝu6	ɬ i u 1 - n ǝ u 6	ɬ i u ¹/ + n ǝ u ⁶/	27-1	78
368	Hmong Daw	feather	27	hmon1333	plɔw1	p l ɔ w 1	p l ɔ w ¹/	27-1	78
369	Hmong Njua	feather	27	hmon1264	plau1	p l au 1	p l a u ¹/	27-1	78
370	Longhua Jiongnai	feather	27	jion1236	ple44	p l e 44	p l e ⁴⁴	27-1	78
371	Liuxiang Jiongnai	feather	27	jion1236	pley44	p l e y 44	p l e j ⁴⁴	27-1	78
372	Northern Pa-Hng	feather	27	pahn1237	ti35	t i 35	t i ³⁵	27-1	78
373	Southern Pa-Hng	feather	27	pahn1237	pi35	p i 35	p i ³⁵	27-1	78
374	Hm-Nai	feather	27	wuna1248	pi35	p i 35	p i ³⁵	27-1	78
375	Western Xiangxi	fire	28	nort2748	pi3=tɤ4	p i 3 = t ɤ 4	p i ³/ + t ɤ ⁴/	28-1	79
376	Eastern Xiangxi	fire	28	east2371	ʎɔ31=da35	ʎ ɔ 31 = d a 35	ʎ ɔ ³¹ + d a ³⁵	28-1	79
377	Qiandong	fire	28	east2369	tu4	t u 4	t u ⁴/	28-1	79
378	Chuanqiandian	fire	28	nort3244	deu4	d e u 4	d e u ⁴/	28-1	79
379	Diandongbei	fire	28	larg1235	toey4	t o e y 4	t o e j ⁴/	28-1	79
380	Hmong Daw	fire	28	hmon1333	l̥u̯ǝ3=tǝw5	l̥ u̯ ǝ 3 = t ǝ w 5	l̥ w ǝ ³/ + t ǝ w ⁵/	28-1	79
381	Hmong Njua	fire	28	hmon1264	taʉ6	t a ʉ 6	t a ʉ ⁶/	28-1	79
382	Bunu	fire	28	buna1273	to4	t o 4	t o ⁴/	28-1	79
383	Baonao	fire	28	buna1273	tiu4	t i u 4	t i u ⁴/	28-1	79
384	Numao	fire	28	numa1251	to4	t o 4	t o ⁴/	28-1	79
385	Longhua Jiongnai	fire	28	jion1236	tau31	t au 31	t a u ³¹	28-1	79
386	Liuxiang Jiongnai	fire	28	jion1236	tɔ53	t ɔ 53	t ɔ ⁵³	28-1	79
387	Xiaozhai Younuo	fire	28	youn1235	to22	t o 22	t o ²²	28-1	79
388	Huangluo Younuo	fire	28	youn1235	tou22	t o u 22	t o u ²²	28-1	79
389	Northern Pa-Hng	fire	28	pahn1237	qa22=tou22	q a 22 = t o u 22	q a ²² + t o u ²²	28-1	79
390	Southern Pa-Hng	fire	28	pahn1237	a44=tɦɤ31	a 44 = tɦ ɤ 31	a ⁴⁴ + tʰ ɤ ³¹	28-1	79
391	Hm-Nai	fire	28	wuna1248	tou22	t o u 22	t o u ²²	28-1	79
392	Western Xiangxi	fish	29	nort2748	ta1=mɹɯ4	t a 1 = m ɹ ɯ 4	t a ¹/ + m ɹ ɯ ⁴/	29-1	80
393	Eastern Xiangxi	fish	29	east2371	myɯ33	m y ɯ 33	m j ɯ ³³	29-1	80
394	Qiandong	fish	29	east2369	nǝu8	n ǝ u 8	n ǝ u ⁸/	29-1	80
395	Chuanqiandian	fish	29	nort3244	ɳᶚe4	ɳ ᶚ e 4	ɳ ɖʐ e ⁴/	29-1	80
396	Diandongbei	fish	29	larg1235	mpǝ4	m p ǝ 4	m p ǝ ⁴/	29-1	80
397	Hmong Daw	fish	29	hmon1333	nǯe5	n ǯ e 5	n dʒ e ⁵/	29-1	80
398	Hmong Njua	fish	29	hmon1264	ɲ̌ǯe6	ɲ̌ ǯ e 6	ɲ̌ dʒ e ⁶/	29-1	80
399	Bunu	fish	29	buna1273	mpi̯e4	m p i̯ e 4	m p j e ⁴/	29-1	80
400	Baonao	fish	29	buna1273	mpci4	m p c i 4	m p ts i ⁴/	29-1	80
401	Numao	fish	29	numa1251	mpi̯ey4	m p i̯ e y 4	m p j e j ⁴/	29-1	80
402	Longhua Jiongnai	fish	29	jion1236	mpi̯a31	m p i̯ a 31	m p j a ³¹	29-1	80
403	Liuxiang Jiongnai	fish	29	jion1236	mpi̯a53	m p i̯ a 53	m p j a ⁵³	29-1	80
404	Xiaozhai Younuo	fish	29	youn1235	mi̯e22	m i̯ e 22	m j e ²²	29-1	80
405	Huangluo Younuo	fish	29	youn1235	muy22	m u y 22	m u j ²²	29-1	80
406	Northern Pa-Hng	fish	29	pahn1237	ni̯o22	n i̯ o 22	n j o ²²	29-1	80
407	Southern Pa-Hng	fish	29	pahn1237	ŋ̮31=mpɦi̯o31	ŋ̮ 31 = m pɦ i̯ o 31	ŋ̮ ³¹ + m pʰ j o ³¹	29-1	80
408	Hm-Nai	fish	29	wuna1248	mpi̯o22	m p i̯ o 22	m p j o ²²	29-1	80
409	Western Xiangxi	fly v.	30	nort2748	ʑen5	ʑ e n 5	ʑ e n ⁵/	30-1	85
410	Eastern Xiangxi	fly v.	30	east2371	ɛ31	ɛ 31	ɛ ³¹	30-1	85
411	Qiandong	fly v.	30	east2369	ʑaŋ5	ʑ a ŋ 5	ʑ a ŋ ⁵/	30-1	85
412	Chuanqiandian	fly v.	30	nort3244	ʑaŋ5	ʑ a ŋ 5	ʑ a ŋ ⁵/	30-1	85
413	Diandongbei	fly v.	30	larg1235	ʑaɯ5	ʑ a ɯ 5	ʑ a ɯ ⁵/	30-1	85
414	Hmong Njua	fly v.	30	hmon1264	yaŋ3	y a ŋ 3	j a ŋ ³/	30-1	85
415	Bunu	fly v.	30	buna1273	ʑǝŋ5	ʑ ǝ ŋ 5	ʑ ǝ ŋ ⁵/	30-1	85
416	Baonao	fly v.	30	buna1273	yey5	y e y 5	j e j ⁵/	30-1	85
417	Numao	fly v.	30	numa1251	jɑn5	j ɑ n 5	j ɑ n ⁵/	30-1	85
418	Longhua Jiongnai	fly v.	30	jion1236	ʑi35	ʑ i 35	ʑ i ³⁵	30-1	85
419	Liuxiang Jiongnai	fly v.	30	jion1236	ʑi22	ʑ i 22	ʑ i ²²	30-1	85
420	Xiaozhai Younuo	fly v.	30	youn1235	ɲi35	ɲ i 35	ɲ i ³⁵	30-1	85
421	Huangluo Younuo	fly v.	30	youn1235	ɲi53	ɲ i 53	ɲ i ⁵³	30-1	85
422	Northern Pa-Hng	fly v.	30	pahn1237	yei55	y e i 55	j e i ⁵⁵	30-1	85
423	Southern Pa-Hng	fly v.	30	pahn1237	yı55	y ı 55	j i ⁵⁵	30-1	85
424	Hm-Nai	fly v.	30	wuna1248	yei55	y e i 55	j e i ⁵⁵	30-1	85
425	Western Xiangxi	foot	31	nort2748	qo1=l̥ɔ1	q o 1 = l̥ ɔ 1	q o ¹/ + l̥ ɔ ¹/	31-1	86
426	Eastern Xiangxi	foot	31	east2371	qu53=ta33	q u 53 = t a 33	q u ⁵³ + t a ³³	31-2	87
427	Qiandong	foot	31	east2369	lo1	l o 1	l o ¹/	31-1	86
428	Chuanqiandian	foot	31	nort3244	teu44	t e u 44	t e u ⁴⁴	31-2	87
429	Diandongbei	foot	31	larg1235	toey5	t o e y 5	t o e j ⁵/	31-2	87
430	Hmong Daw	foot	31	hmon1333	kɔ4=tǝw4	k ɔ 4 = t ǝ w 4	k ɔ ⁴/ + t ǝ w ⁴/	31-2	87
431	Western Xiangxi	full	32	nort2748	pe3	p e 3	p e ³/	32-1	88
432	Eastern Xiangxi	full	32	east2371	pe55	p e 55	p e ⁵⁵	32-1	88
433	Qiandong	full	32	east2369	pɛ3	p ɛ 3	p ɛ ³/	32-1	88
434	Chuanqiandian	full	32	nort3244	po3	p o 3	p o ³/	32-1	88
435	Diandongbei	full	32	larg1235	pu3	p u 3	p u ³/	32-1	88
436	Hmong Daw	full	32	hmon1333	pu3	p u 3	p u ³/	32-1	88
437	Hmong Njua	full	32	hmon1264	pu2	p u 2	p u ²/	32-1	88
438	Bunu	full	32	buna1273	puŋ3	p u ŋ 3	p u ŋ ³/	32-1	88
439	Baonao	full	32	buna1273	lay6	l a y 6	l a j ⁶/	32-2	89
440	Numao	full	32	numa1251	puŋ3	p u ŋ 3	p u ŋ ³/	32-1	88
441	Longhua Jiongnai	full	32	jion1236	paŋ53	p a ŋ 53	p a ŋ ⁵³	32-1	88
442	Liuxiang Jiongnai	full	32	jion1236	pã35	p ã 35	p ã ³⁵	32-1	88
443	Xiaozhai Younuo	full	32	youn1235	puŋ22	p u ŋ 22	p u ŋ ²²	32-1	88
444	Huangluo Younuo	full	32	youn1235	pou22	p o u 22	p o u ²²	32-1	88
445	Northern Pa-Hng	full	32	pahn1237	paŋ22	p a ŋ 22	p a ŋ ²²	32-1	88
446	Southern Pa-Hng	full	32	pahn1237	pɔ̃31	p ɔ̃ 31	p ɔ̃ ³¹	32-1	88
447	Hm-Nai	full	32	wuna1248	paŋ13	p a ŋ 13	p a ŋ ¹³	32-1	88
448	Western Xiangxi	give	33	nort2748	kaŋ6	k a ŋ 6	k a ŋ ⁶/	33-1	90
449	Eastern Xiangxi	give	33	east2371	gɯ31	g ɯ 31	g ɯ ³¹	33-1	90
450	Qiandong	give	33	east2369	pɛ1	p ɛ 1	p ɛ ¹/	33-2	91
451	Chuanqiandian	give	33	nort3244	saŋ5	s a ŋ 5	s a ŋ ⁵/	33-3	92
